order_id,order_date,customer_id,region,product_name,category,quantity,unit_price,discount_rate,sales,profit,month
10108,2025-01-13,C1242,West,Monitor Stand,Furniture,5,37.4,0.05,177.65,67.05,2025-01
10109,2025-01-13,C1260,North,Desk Lamp,Furniture,2,30.39,0.0,60.78,22.4,2025-01
10110,2025-01-13,C1002,North,Notebook Pack,Stationery,4,8.02,0.0,32.08,15.65,2025-01
10111,2025-01-13,C1104,North,USB-C Cable,Accessories,2,12.18,0.0,24.36,10.78,2025-01
10112,2025-01-14,C1036,West,Bluetooth Speaker,Electronics,3,41.44,0.0,124.32,39.68,2025-01
10113,2025-01-14,C1114,East,Wireless Mouse,Accessories,1,26.4,0.0,26.4,10.92,2025-01
10114,2025-01-14,C1058,South,USB-C Cable,Accessories,3,12.73,0.0,38.19,15.87,2025-01
10115,2025-01-14,C1022,West,Water Bottle,Lifestyle,6,15.91,0.05,90.69,45.29,2025-01
10116,2025-01-14,C1223,West,Laptop Sleeve,Accessories,3,18.16,0.0,54.48,24.0,2025-01
10117,2025-01-15,C1221,North,USB-C Cable,Accessories,2,11.87,0.05,22.55,9.36,2025-01
10118,2025-01-15,C1192,West,USB-C Cable,Accessories,2,12.86,0.0,25.72,10.03,2025-01
10119,2025-01-15,C1078,North,Laptop Sleeve,Accessories,6,17.66,0.0,105.96,46.04,2025-01
10120,2025-01-15,C1098,North,USB-C Cable,Accessories,1,11.35,0.0,11.35,3.22,2025-01
10121,2025-01-15,C1026,North,Office Chair,Furniture,3,111.98,0.0,335.94,126.35,2025-01
10122,2025-01-16,C1026,West,Water Bottle,Lifestyle,4,14.29,0.0,57.16,28.27,2025-01
10123,2025-01-16,C1045,West,USB-C Cable,Accessories,2,11.1,0.1,19.98,7.76,2025-01
10124,2025-01-16,C1213,North,Office Chair,Furniture,3,121.12,0.0,363.36,137.76,2025-01
10125,2025-01-16,C1094,North,Notebook Pack,Stationery,3,7.37,0.0,22.11,11.38,2025-01
10126,2025-01-16,C1085,East,Printer Ink,Electronics,6,26.22,0.0,157.32,50.31,2025-01
10127,2025-01-16,C1076,South,Wireless Mouse,Accessories,3,25.14,0.05,71.65,32.08,2025-01
10128,2025-01-16,C1105,South,Laptop Sleeve,Accessories,1,18.19,0.0,18.19,6.58,2025-01
10129,2025-01-16,C1203,North,Wireless Mouse,Accessories,3,26.74,0.0,80.22,35.02,2025-01
10130,2025-01-16,C1002,West,Water Bottle,Lifestyle,4,15.95,0.0,63.8,30.27,2025-01
10131,2025-01-16,C1237,North,Laptop Sleeve,Accessories,4,17.94,0.0,71.76,31.63,2025-01
10132,2025-01-16,C1130,North,Bluetooth Speaker,Electronics,5,43.04,0.15,182.92,56.58,2025-01
10133,2025-01-16,C1212,South,Laptop Sleeve,Accessories,2,17.15,0.05,32.58,14.31,2025-01
10134,2025-01-16,C1095,West,Printer Ink,Electronics,3,30.18,0.0,90.54,27.24,2025-01
10135,2025-01-17,C1001,West,Desk Lamp,Furniture,3,32.52,0.0,97.56,36.33,2025-01
10136,2025-01-17,C1083,West,Wireless Mouse,Accessories,2,26.48,0.0,52.96,22.8,2025-01
10137,2025-01-17,C1163,North,Notebook Pack,Stationery,3,8.2,0.0,24.6,11.98,2025-01
10138,2025-01-17,C1256,South,Monitor Stand,Furniture,2,35.99,0.0,71.98,26.68,2025-01
10139,2025-01-17,C1203,East,Office Chair,Furniture,3,117.68,0.0,353.04,133.44,2025-01
10140,2025-01-17,C1292,West,Desk Lamp,Furniture,4,30.01,0.0,120.04,45.5,2025-01
10141,2025-01-17,C1178,North,Monitor Stand,Furniture,1,37.71,0.1,33.94,12.26,2025-01
10142,2025-01-17,C1222,North,Laptop Sleeve,Accessories,3,19.3,0.0,57.9,24.32,2025-01
10143,2025-01-17,C1007,East,Wireless Mouse,Accessories,3,23.53,0.0,70.59,29.89,2025-01
10144,2025-01-17,C1113,North,Monitor Stand,Furniture,4,39.17,0.05,148.85,54.67,2025-01
10145,2025-01-18,C1101,South,Notebook Pack,Stationery,4,7.73,0.0,30.92,15.7,2025-01
10146,2025-01-18,C1075,East,Bluetooth Speaker,Electronics,6,45.32,0.0,271.92,86.37,2025-01
10147,2025-01-18,C1266,East,Notebook Pack,Stationery,3,8.06,0.0,24.18,13.27,2025-01
10148,2025-01-18,C1116,East,Notebook Pack,Stationery,3,8.47,0.0,25.41,13.02,2025-01
10149,2025-01-18,C1020,North,USB-C Cable,Accessories,2,11.51,0.0,23.02,9.57,2025-01
10150,2025-01-18,C1289,North,Wireless Mouse,Accessories,4,23.24,0.1,83.66,36.94,2025-01
10151,2025-01-18,C1076,East,Wireless Mouse,Accessories,5,23.36,0.0,116.8,51.76,2025-01
10152,2025-01-18,C1240,North,Office Chair,Furniture,2,113.88,0.0,227.76,85.13,2025-01
10153,2025-01-18,C1117,North,Notebook Pack,Stationery,5,8.17,0.1,36.76,19.01,2025-01
10154,2025-01-18,C1048,East,Desk Lamp,Furniture,3,31.29,0.1,84.48,30.56,2025-01
10155,2025-01-18,C1241,West,Wireless Mouse,Accessories,3,25.67,0.0,77.01,33.41,2025-01
10156,2025-01-18,C1010,North,Wireless Mouse,Accessories,4,24.25,0.0,97.0,43.24,2025-01
10157,2025-01-18,C1166,South,Wireless Mouse,Accessories,4,25.78,0.0,103.12,45.55,2025-01
10158,2025-01-19,C1004,East,Notebook Pack,Stationery,3,8.15,0.0,24.45,11.78,2025-01
10159,2025-01-19,C1129,East,Laptop Sleeve,Accessories,3,17.22,0.0,51.66,22.87,2025-01
10160,2025-01-19,C1286,East,Monitor Stand,Furniture,4,38.38,0.1,138.17,52.15,2025-01
10161,2025-01-19,C1029,North,USB-C Cable,Accessories,4,11.62,0.15,39.51,16.83,2025-01
10162,2025-01-19,C1230,South,Wireless Mouse,Accessories,4,26.37,0.0,105.48,46.22,2025-01
10163,2025-01-19,C1236,East,Water Bottle,Lifestyle,2,13.95,0.0,27.9,13.5,2025-01
10164,2025-01-19,C1142,North,Bluetooth Speaker,Electronics,4,44.62,0.0,178.48,56.08,2025-01
10165,2025-01-19,C1157,West,Monitor Stand,Furniture,3,39.93,0.0,119.79,43.76,2025-01
10166,2025-01-20,C1237,West,Wireless Mouse,Accessories,5,25.43,0.0,127.15,55.42,2025-01
10167,2025-01-20,C1024,East,Wireless Mouse,Accessories,2,24.47,0.0,48.94,21.97,2025-01
10168,2025-01-20,C1159,North,Wireless Mouse,Accessories,2,25.38,0.1,45.68,18.8,2025-01
10169,2025-01-20,C1129,East,Wireless Mouse,Accessories,2,23.25,0.0,46.5,20.01,2025-01
10170,2025-01-20,C1262,West,Desk Lamp,Furniture,3,30.31,0.0,90.93,32.99,2025-01
10171,2025-01-20,C1062,North,Printer Ink,Electronics,5,28.56,0.0,142.8,44.84,2025-01
10172,2025-01-21,C1212,West,Office Chair,Furniture,3,122.28,0.0,366.84,137.73,2025-01
10173,2025-01-21,C1255,North,Wireless Mouse,Accessories,1,24.49,0.0,24.49,9.73,2025-01
10174,2025-01-21,C1041,South,Laptop Sleeve,Accessories,2,18.68,0.0,37.36,16.06,2025-01
10175,2025-01-21,C1231,West,USB-C Cable,Accessories,5,11.53,0.05,54.77,24.57,2025-01
10176,2025-01-21,C1086,East,Office Chair,Furniture,5,120.35,0.0,601.75,227.19,2025-01
10177,2025-01-21,C1151,North,Printer Ink,Electronics,1,28.97,0.0,28.97,9.13,2025-01
10178,2025-01-21,C1007,East,Laptop Sleeve,Accessories,6,17.58,0.0,105.48,46.37,2025-01
10179,2025-01-21,C1048,North,Wireless Mouse,Accessories,1,26.87,0.0,26.87,10.55,2025-01
10180,2025-01-21,C1265,North,Wireless Mouse,Accessories,1,26.84,0.0,26.84,10.29,2025-01
10181,2025-01-21,C1152,South,USB-C Cable,Accessories,7,11.69,0.1,73.65,32.69,2025-01
10182,2025-01-22,C1125,East,Monitor Stand,Furniture,3,38.27,0.0,114.81,43.19,2025-01
10183,2025-01-22,C1284,West,USB-C Cable,Accessories,3,12.09,0.15,30.83,12.0,2025-01
10184,2025-01-22,C1043,North,Printer Ink,Electronics,2,30.08,0.0,60.16,18.95,2025-01
10185,2025-01-22,C1280,East,Printer Ink,Electronics,3,28.29,0.0,84.87,25.41,2025-01
10186,2025-01-22,C1103,North,USB-C Cable,Accessories,2,11.51,0.0,23.02,8.38,2025-01
10187,2025-01-22,C1085,West,Wireless Mouse,Accessories,4,25.46,0.0,101.84,45.08,2025-01
10188,2025-01-22,C1242,West,USB-C Cable,Accessories,2,12.48,0.0,24.96,9.88,2025-01
10189,2025-01-22,C1226,South,USB-C Cable,Accessories,2,11.78,0.0,23.56,9.04,2025-01
10190,2025-01-23,C1002,North,Laptop Sleeve,Accessories,2,17.72,0.05,33.67,14.13,2025-01
10191,2025-01-23,C1210,East,Laptop Sleeve,Accessories,4,18.88,0.0,75.52,32.33,2025-01
10192,2025-01-23,C1145,South,Laptop Sleeve,Accessories,5,16.98,0.0,84.9,37.34,2025-01
10193,2025-01-24,C1106,West,Printer Ink,Electronics,4,28.29,0.15,96.19,30.45,2025-01
10194,2025-01-24,C1068,West,Laptop Sleeve,Accessories,3,19.27,0.0,57.81,25.16,2025-01
10195,2025-01-24,C1128,North,USB-C Cable,Accessories,4,11.19,0.0,44.76,19.15,2025-01
10196,2025-01-24,C1083,North,USB-C Cable,Accessories,1,11.47,0.0,11.47,4.36,2025-01
10197,2025-01-24,C1162,West,Notebook Pack,Stationery,1,7.43,0.0,7.43,3.56,2025-01
10198,2025-01-24,C1106,West,Wireless Mouse,Accessories,4,24.07,0.0,96.28,41.62,2025-01
10199,2025-01-24,C1159,West,Laptop Sleeve,Accessories,2,17.74,0.0,35.48,14.17,2025-01
10200,2025-01-24,C1020,West,Notebook Pack,Stationery,3,7.9,0.0,23.7,11.57,2025-01
10201,2025-01-24,C1160,East,Wireless Mouse,Accessories,2,24.86,0.15,42.26,17.8,2025-01
10202,2025-01-25,C1001,East,Printer Ink,Electronics,1,27.81,0.0,27.81,8.57,2025-01
10203,2025-01-25,C1075,North,Notebook Pack,Stationery,1,8.46,0.0,8.46,3.15,2025-01
10204,2025-01-25,C1019,East,Laptop Sleeve,Accessories,3,18.82,0.0,56.46,24.89,2025-01
10205,2025-01-25,C1269,West,Desk Lamp,Furniture,2,30.09,0.0,60.18,22.55,2025-01
10206,2025-01-25,C1096,South,Wireless Mouse,Accessories,3,23.26,0.0,69.78,29.58,2025-01
10207,2025-01-25,C1267,West,Bluetooth Speaker,Electronics,3,42.07,0.0,126.21,40.0,2025-01
10208,2025-01-25,C1267,South,Desk Lamp,Furniture,5,34.13,0.0,170.65,64.53,2025-01
10209,2025-01-25,C1007,East,Wireless Mouse,Accessories,3,25.03,0.0,75.09,33.72,2025-01
10210,2025-01-25,C1011,East,Water Bottle,Lifestyle,2,15.28,0.0,30.56,13.52,2025-01
10211,2025-01-26,C1133,West,Laptop Sleeve,Accessories,2,19.36,0.0,38.72,16.83,2025-01
10212,2025-01-26,C1276,South,Printer Ink,Electronics,4,27.97,0.05,106.29,33.34,2025-01
10213,2025-01-26,C1272,North,Laptop Sleeve,Accessories,5,18.33,0.0,91.65,40.09,2025-01
10214,2025-01-26,C1155,South,USB-C Cable,Accessories,3,12.34,0.0,37.02,15.29,2025-01
10215,2025-01-26,C1293,North,Printer Ink,Electronics,3,26.11,0.0,78.33,23.33,2025-01
10216,2025-01-26,C1114,North,Bluetooth Speaker,Electronics,5,47.21,0.0,236.05,73.74,2025-01
10217,2025-01-26,C1189,East,Water Bottle,Lifestyle,2,14.87,0.0,29.74,13.14,2025-01
10218,2025-01-26,C1153,West,Bluetooth Speaker,Electronics,1,44.44,0.0,44.44,12.74,2025-01
10219,2025-01-26,C1119,North,Monitor Stand,Furniture,8,38.78,0.0,310.24,116.62,2025-01
10220,2025-01-26,C1088,East,Printer Ink,Electronics,1,26.84,0.0,26.84,7.65,2025-01
10221,2025-01-26,C1124,North,USB-C Cable,Accessories,3,11.16,0.05,31.81,12.56,2025-01
10222,2025-01-26,C1034,West,Notebook Pack,Stationery,2,7.67,0.0,15.34,8.37,2025-01
10223,2025-01-27,C1173,North,Water Bottle,Lifestyle,2,15.47,0.0,30.94,13.65,2025-01
10224,2025-01-27,C1027,East,USB-C Cable,Accessories,5,12.39,0.0,61.95,26.85,2025-01
10225,2025-01-27,C1261,West,Wireless Mouse,Accessories,3,24.89,0.15,63.47,28.02,2025-01
10226,2025-01-27,C1092,North,Water Bottle,Lifestyle,1,15.25,0.1,13.72,6.38,2025-01
10227,2025-01-27,C1189,East,Desk Lamp,Furniture,3,32.47,0.0,97.41,35.31,2025-01
10228,2025-01-27,C1232,West,USB-C Cable,Accessories,2,11.88,0.0,23.76,9.9,2025-01
10229,2025-01-27,C1191,North,Office Chair,Furniture,2,117.03,0.0,234.06,87.19,2025-01
10230,2025-01-27,C1071,West,Printer Ink,Electronics,1,26.99,0.0,26.99,7.79,2025-01
10231,2025-01-27,C1214,West,Water Bottle,Lifestyle,5,13.8,0.0,69.0,34.4,2025-01
10232,2025-01-28,C1265,South,Water Bottle,Lifestyle,3,15.35,0.0,46.05,21.25,2025-01
10233,2025-01-28,C1116,North,Desk Lamp,Furniture,1,30.23,0.0,30.23,10.21,2025-01
10234,2025-01-28,C1212,North,Water Bottle,Lifestyle,2,13.83,0.0,27.66,13.24,2025-01
10235,2025-01-28,C1072,North,USB-C Cable,Accessories,3,11.78,0.05,33.57,14.3,2025-01
10236,2025-01-28,C1117,West,Bluetooth Speaker,Electronics,6,43.7,0.0,262.2,83.16,2025-01
10237,2025-01-28,C1192,East,Printer Ink,Electronics,2,27.69,0.0,55.38,15.94,2025-01
10238,2025-01-28,C1293,South,Monitor Stand,Furniture,3,37.31,0.0,111.93,41.34,2025-01
10239,2025-01-28,C1066,East,USB-C Cable,Accessories,4,11.36,0.15,38.62,16.92,2025-01
10240,2025-01-29,C1034,West,Laptop Sleeve,Accessories,2,19.15,0.0,38.3,15.32,2025-01
10241,2025-01-29,C1164,East,Water Bottle,Lifestyle,5,14.73,0.0,73.65,35.74,2025-01
10242,2025-01-29,C1108,East,Desk Lamp,Furniture,2,33.73,0.0,67.46,23.98,2025-01
10243,2025-01-29,C1091,North,Wireless Mouse,Accessories,2,26.87,0.0,53.74,23.49,2025-01
10244,2025-01-29,C1103,West,Notebook Pack,Stationery,2,7.63,0.0,15.26,6.92,2025-01
10245,2025-01-30,C1069,North,Office Chair,Furniture,3,123.47,0.0,370.41,140.69,2025-01
10246,2025-01-30,C1202,South,Wireless Mouse,Accessories,5,24.14,0.0,120.7,52.79,2025-01
10247,2025-01-30,C1162,South,Monitor Stand,Furniture,4,38.62,0.0,154.48,57.09,2025-01
10248,2025-01-30,C1188,North,Wireless Mouse,Accessories,5,26.53,0.0,132.65,58.67,2025-01
10249,2025-01-30,C1151,North,Monitor Stand,Furniture,5,36.78,0.0,183.9,68.27,2025-01
10250,2025-01-30,C1036,East,Printer Ink,Electronics,5,25.77,0.0,128.85,40.55,2025-01
10251,2025-01-30,C1074,North,Printer Ink,Electronics,7,27.94,0.0,195.58,61.77,2025-01
10252,2025-01-30,C1144,North,Bluetooth Speaker,Electronics,3,48.28,0.0,144.84,45.75,2025-01
10253,2025-01-30,C1289,West,Desk Lamp,Furniture,2,29.81,0.0,59.62,22.07,2025-01
10254,2025-01-30,C1268,West,Wireless Mouse,Accessories,4,24.91,0.0,99.64,43.56,2025-01
10255,2025-01-30,C1009,South,Notebook Pack,Stationery,2,8.5,0.0,17.0,8.45,2025-01
10256,2025-01-31,C1203,West,Water Bottle,Lifestyle,2,15.92,0.05,30.25,13.68,2025-01
10257,2025-01-31,C1263,North,Office Chair,Furniture,3,121.79,0.05,347.1,130.73,2025-01
10258,2025-01-31,C1099,North,Laptop Sleeve,Accessories,3,17.6,0.0,52.8,22.07,2025-01
10259,2025-01-31,C1216,West,Water Bottle,Lifestyle,4,14.08,0.0,56.32,27.03,2025-01
10260,2025-01-31,C1272,North,Printer Ink,Electronics,2,28.75,0.15,48.88,14.12,2025-01
10261,2025-01-31,C1027,West,Printer Ink,Electronics,2,28.6,0.15,48.62,15.35,2025-01
10262,2025-01-31,C1012,South,Water Bottle,Lifestyle,1,15.32,0.0,15.32,7.65,2025-01
10263,2025-01-31,C1108,West,Office Chair,Furniture,3,119.47,0.05,340.49,128.95,2025-01
10264,2025-01-31,C1027,North,USB-C Cable,Accessories,3,12.46,0.15,31.77,14.19,2025-01
